cloud_cover,humidity,wind_speed,weather_code,sun_alt,moon_alt,moon_illum,visibility
92.1,65.4,17.6,0,-32.58,-5.4,0.078,0.0
80.7,25.9,21.6,3,-31.34,30.55,0.492,12.56
35.3,16.5,33.7,0,-64.48,68.15,0.996,67.7
8.1,86.1,36.1,80,15.86,-67.37,0.799,0.0
38.9,38.1,12.3,45,31.47,-41.04,0.99,0.0
66.7,28.0,31.2,61,39.27,-5.46,0.21,0.0
70.6,73.4,7.8,2,-12.38,-42.13,0.748,0.0
6.5,47.0,32.7,61,-58.52,54.37,0.999,29.44
16.1,77.7,1.6,0,10.58,-57.62,0.838,0.0
21.6,86.3,18.4,2,12.48,-70.37,0.729,0.0
26.8,41.3,35.2,1,57.41,-9.48,0.765,0.0
31.1,56.0,20.6,1,35.66,11.18,0.391,1.73
73.4,24.2,22.6,1,-64.04,7.24,0.453,11.52
36.8,58.4,38.9,3,12.55,21.36,0.785,10.01
95.4,36.9,19.4,0,-7.36,-27.86,0.405,0.0
77.2,90.2,3.2,95,68.99,38.73,0.313,0.02
97.8,45.9,19.6,0,35.19,71.7,0.112,0.04
5.5,12.0,25.5,0,-61.39,23.78,0.475,60.14
71.8,77.9,30.1,0,21.84,-36.24,0.984,0.0
6.5,34.6,11.0,45,32.37,-75.91,0.83,0.0
96.5,44.7,14.6,2,28.92,-37.57,0.995,0.0
53.5,78.3,30.1,3,56.7,-63.42,0.997,0.0
63.2,89.4,16.8,0,21.79,10.04,0.861,1.09
18.2,20.7,12.4,80,-39.81,30.66,0.984,16.18
68.6,23.5,24.1,3,-27.17,80.39,0.655,24.42
50.9,41.1,31.6,1,50.35,21.34,0.344,1.31
28.2,83.9,30.3,3,25.28,-3.14,0.934,0.0
94.5,36.4,30.5,2,-33.71,23.11,0.844,5.09
87.0,73.2,21.4,1,36.34,7.38,0.853,0.38
12.3,92.6,32.5,51,9.6,6.24,0.95,1.84
76.2,43.5,11.0,3,31.82,-24.47,0.217,0.0
48.2,54.4,13.3,0,31.97,25.95,0.002,0.65
31.6,82.1,22.4,0,15.66,39.54,0.155,0.99
0.8,27.9,31.4,0,-17.25,27.69,0.153,37.97
62.1,62.5,30.8,1,13.19,41.26,0.596,4.5
43.1,81.7,1.7,0,3.03,-40.83,0.699,0.0
87.0,90.3,15.5,3,27.54,60.04,0.082,0.11
41.6,62.2,27.4,65,-56.37,-62.43,0.258,0.0
47.8,27.6,34.8,0,-52.68,14.26,0.754,39.34
18.5,56.3,34.4,1,25.69,8.08,0.038,0.84
86.0,27.7,31.3,1,78.54,33.69,0.149,0.27
92.7,21.2,29.3,51,57.21,-35.73,0.909,0.0
3.3,34.2,15.1,0,30.64,-33.62,0.955,0.0
20.8,10.2,5.4,1,86.57,-9.28,0.591,0.0
70.4,25.0,30.4,45,-14.16,-79.77,0.437,0.0
2.8,25.6,36.8,0,-13.68,2.02,0.043,14.4
79.8,13.0,28.3,0,2.97,2.74,0.997,4.23
80.1,94.1,24.4,1,-63.39,-32.32,0.083,0.0
10.6,46.7,0.5,2,-10.85,66.02,0.481,54.6
91.4,36.4,27.8,1,-51.72,-27.01,0.118,0.0
80.9,46.8,34.8,65,4.5,6.72,0.973,1.65
56.2,29.8,34.2,0,54.44,-51.59,0.997,0.0
63.5,55.9,12.4,2,23.73,-31.29,0.443,0.0
0.3,18.0,23.4,1,38.6,24.42,0.025,1.4
12.9,97.0,1.4,3,-62.82,-80.83,0.095,0.0
1.6,28.8,17.5,2,49.0,-65.69,0.713,0.0
65.4,84.8,6.3,80,45.97,-5.12,0.461,0.0
61.9,84.3,23.4,63,-22.82,-64.23,0.154,0.0
59.4,70.9,24.4,2,46.56,39.09,0.004,0.48
13.5,19.6,28.2,1,-40.66,-3.59,0.55,0.0
99.7,53.5,14.9,1,-4.25,-24.12,0.939,0.0
77.4,28.6,21.3,51,62.2,-42.4,0.941,0.0
44.7,80.0,5.3,65,52.57,3.14,0.173,0.12
35.1,19.1,38.8,1,-52.05,30.99,0.891,62.6
10.1,63.1,22.7,71,45.8,23.8,0.121,0.43
63.2,94.4,21.2,2,56.19,-14.35,0.401,0.0
24.4,13.8,7.2,65,-1.16,32.82,0.107,7.49
0.3,13.4,13.4,1,-3.42,-48.16,0.272,0.0
4.2,86.6,6.4,0,-70.07,-36.38,0.317,0.0
33.3,12.2,20.6,1,64.27,11.5,0.26,1.37
87.0,42.1,13.0,1,-41.83,-63.65,0.199,0.0
37.9,44.6,29.5,45,-67.68,-70.11,0.002,0.0
53.1,94.7,31.9,51,30.88,46.22,0.605,0.29
3.5,74.3,5.6,1,14.59,-26.76,0.99,0.0
6.4,59.1,17.2,0,33.21,71.58,0.35,2.4
9.0,76.9,2.8,0,7.9,60.7,0.233,5.22
11.9,62.9,25.7,2,-7.39,-16.01,0.947,0.0
23.2,77.3,32.9,0,42.97,4.59,0.832,1.32
38.1,31.5,7.2,0,-7.05,38.74,0.891,56.79
36.6,57.8,15.4,2,66.42,-6.82,0.35,0.0
44.7,46.9,14.2,1,31.02,-1.33,0.074,0.0
12.6,99.9,33.6,0,48.69,40.23,0.182,0.98
40.8,37.5,5.8,80,1.99,69.62,0.323,2.33
3.8,92.1,8.9,80,-23.18,-33.4,0.024,0.0
23.8,19.3,32.0,2,49.05,-13.46,0.276,0.0
25.7,88.2,15.7,2,19.27,54.24,0.613,1.98
1.8,40.8,4.4,0,33.54,13.41,0.296,2.04
66.3,38.5,21.5,80,55.85,83.63,0.12,0.12
97.0,53.0,20.8,65,68.4,69.82,0.055,0.01
80.4,50.2,38.6,1,32.57,72.66,0.123,0.35
57.4,55.2,2.7,51,-23.71,-58.21,0.097,0.0
68.7,61.1,39.2,45,-30.96,-10.17,0.586,0.0
80.8,80.5,23.0,0,-59.54,-63.69,0.196,0.0
20.5,89.1,31.7,2,-44.4,-55.41,0.009,0.0
80.6,47.4,0.1,0,51.18,-24.76,0.88,0.0
75.5,73.1,18.6,51,62.14,-63.75,1.0,0.0
93.0,46.3,29.8,3,-56.26,-73.42,0.071,0.0
45.6,32.4,15.4,3,1.34,6.69,0.004,3.85
95.5,89.0,38.9,95,17.06,15.19,0.742,0.01
42.5,12.3,2.9,1,66.88,53.23,0.213,1.18
92.2,13.0,28.3,45,28.11,-22.56,0.193,0.0
49.1,51.7,15.9,0,-56.12,-18.12,0.285,0.0
23.7,49.8,18.8,0,-44.43,35.87,0.995,75.99
19.2,96.3,35.1,3,-67.48,31.21,0.64,34.1
22.0,61.9,33.8,1,0.53,31.89,0.903,27.33
30.6,70.9,9.1,65,52.72,30.66,0.035,0.26
9.7,17.8,9.9,1,22.43,23.54,0.008,1.15
69.7,26.9,8.1,45,-0.99,-35.37,0.872,0.0
14.2,16.9,5.2,3,-85.84,-53.83,0.09,0.0
28.2,43.4,6.3,1,-11.95,33.99,0.498,44.74
56.0,94.3,4.7,3,71.75,-41.43,0.851,0.0
54.2,18.1,20.3,61,79.51,45.04,0.209,0.29
21.4,53.0,24.2,1,-11.59,54.04,0.85,73.3
54.5,30.8,10.6,63,-18.56,30.01,0.963,13.27
77.8,94.5,11.6,0,81.5,55.07,0.084,0.19
79.4,47.9,6.3,2,-46.39,-30.85,0.593,0.0
25.2,51.0,31.7,1,-32.2,-59.65,0.484,0.0
50.2,70.9,7.6,1,-32.41,71.93,0.636,32.61
30.8,12.3,0.3,61,50.44,47.5,0.0,0.26
59.6,55.3,11.3,65,6.89,-36.41,0.134,0.0
83.8,37.3,8.8,0,7.96,1.6,0.99,1.45
63.1,46.6,34.7,3,17.99,-3.56,0.972,0.0
50.2,12.8,38.7,1,82.84,60.35,0.037,0.73
98.0,40.2,26.1,1,-27.28,42.05,0.981,2.05
89.9,78.6,24.1,3,35.1,38.05,0.637,0.29
69.7,20.6,0.6,80,-30.38,19.04,0.965,5.19
62.0,31.4,3.5,61,-10.86,-37.89,0.052,0.0
30.8,17.8,25.5,63,63.68,-67.16,0.998,0.0
76.1,35.6,35.2,0,-20.35,-69.61,0.424,0.0
22.7,34.0,25.5,0,-46.98,34.85,0.986,80.34
82.8,72.7,26.4,0,59.48,-55.38,0.737,0.0
73.9,53.8,11.0,61,55.31,18.99,0.429,0.2
21.4,84.5,21.2,2,75.21,15.86,0.296,1.29
40.5,62.9,38.5,65,-44.45,-51.48,0.067,0.0
18.1,67.2,34.9,95,-26.74,-61.21,0.086,0.0
25.2,41.4,19.4,2,-51.94,-27.48,0.25,0.0
84.3,67.4,9.0,2,-37.05,22.73,0.693,10.87
13.0,35.5,35.8,2,45.2,-41.7,0.703,0.0
6.8,50.9,17.6,0,9.88,-50.98,0.276,0.0
33.3,90.3,38.0,3,-59.17,-32.91,0.093,0.0
39.5,61.4,19.3,71,55.21,-34.75,0.926,0.0
52.1,14.7,37.9,3,-37.91,-4.65,0.153,0.0
18.6,15.2,20.8,0,13.92,56.76,0.154,5.62
58.7,89.3,20.4,80,75.01,-6.72,0.663,0.0
42.8,51.1,4.4,95,63.75,67.48,0.001,0.04
93.4,25.7,37.3,3,-41.87,56.36,0.982,6.8
3.3,12.8,26.2,1,46.87,29.01,0.127,1.75
72.3,75.3,19.6,2,-24.6,53.07,0.917,19.51
87.3,67.6,33.3,2,-2.19,-56.58,0.208,0.0
14.7,10.6,3.2,0,-21.82,-33.3,0.792,0.0
90.7,80.9,29.5,2,42.31,-68.23,0.948,0.0
23.5,70.7,30.7,1,-11.35,18.13,0.953,61.37
26.6,32.8,12.5,48,31.6,-36.23,0.99,0.0
75.6,99.8,13.4,61,-55.24,-73.29,0.073,0.0
89.3,86.5,30.5,63,68.75,-50.62,0.803,0.0
95.2,76.3,26.7,0,22.44,0.18,0.936,0.09
4.6,37.6,13.3,63,21.04,-14.55,0.151,0.0
41.0,73.0,8.2,2,-1.65,64.81,0.711,41.6
17.0,13.5,31.1,1,-5.73,-48.4,0.131,0.0
59.7,74.7,36.4,0,-44.08,10.44,0.919,31.5
94.1,38.0,7.0,0,46.63,12.99,0.741,0.21
21.3,23.9,36.1,0,46.42,8.09,0.465,1.73
30.9,52.2,29.6,45,-31.52,3.43,0.931,3.44
95.0,81.1,16.2,2,-77.71,-7.67,0.394,0.0
82.3,28.7,11.4,63,32.63,46.34,0.246,0.12
41.4,35.9,15.7,0,81.72,-8.5,0.558,0.0
63.1,36.6,17.5,0,12.93,45.77,0.158,2.44
99.9,67.2,8.5,0,26.95,-9.27,0.151,0.0
85.1,77.3,30.6,2,81.98,-67.99,0.971,0.0
26.2,25.0,7.2,2,36.77,-32.6,0.989,0.0
52.4,43.1,31.8,71,40.94,47.78,0.209,0.31
45.2,48.7,13.7,0,-48.58,-2.06,0.244,0.0
61.0,55.8,2.8,48,41.97,58.2,0.09,0.06
48.3,48.1,31.1,45,29.53,-16.73,0.982,0.0
18.0,38.2,28.0,2,21.14,60.61,0.118,1.46
42.3,18.7,0.8,0,-25.54,-29.47,0.775,0.0
93.0,92.9,19.2,2,55.83,-20.02,0.435,0.0
3.0,68.3,28.1,0,-12.13,-9.16,0.007,0.0
68.7,94.8,29.5,45,-30.51,-11.48,0.874,0.0
61.8,66.6,22.6,2,-73.59,-81.11,0.004,0.0
2.8,43.9,39.6,0,-21.28,-43.62,0.718,0.0
11.7,85.6,29.3,3,11.27,-19.49,0.148,0.0
22.3,30.5,2.2,45,11.19,36.25,0.572,0.95
15.0,76.5,3.2,1,-18.34,5.1,0.98,43.94
49.6,59.8,27.6,0,-25.08,-42.13,0.111,0.0
15.2,35.5,36.3,0,8.86,-64.39,0.359,0.0
63.0,11.8,24.8,2,-0.34,21.52,0.189,15.2
99.3,66.0,20.3,1,-33.41,-42.81,0.623,0.0
35.8,99.1,30.9,45,20.07,37.54,0.152,0.07
2.4,71.6,18.4,80,-34.02,32.2,0.998,17.53
65.8,70.8,3.9,0,78.75,45.55,0.209,0.63
31.4,42.2,12.9,65,-22.92,-28.87,0.792,0.0
70.0,42.9,24.3,61,-55.48,7.89,0.316,3.23
24.8,74.1,24.5,3,69.71,-0.75,0.589,0.0
16.5,45.3,23.4,61,39.84,-71.19,0.699,0.0
80.6,86.8,5.5,1,-81.16,72.3,0.965,14.16
34.0,13.1,6.6,0,-26.42,-41.25,0.517,0.0
5.2,99.5,37.9,2,35.6,-19.57,0.956,0.0
75.4,82.4,18.8,0,-57.13,7.14,0.79,10.9
70.4,80.6,13.3,1,33.19,-45.28,0.396,0.0
94.9,40.3,10.8,1,-30.48,3.6,0.913,2.37
7.6,83.7,13.2,95,-8.13,31.51,0.946,3.33
66.6,36.3,18.2,0,-40.61,-30.33,0.025,0.0
80.4,93.6,31.1,65,7.46,-62.87,0.775,0.0
93.3,14.0,26.7,1,-13.88,49.74,0.49,4.32
30.7,74.8,18.2,0,-72.39,64.17,0.983,61.63
5.5,28.2,29.9,45,-62.21,43.5,0.961,9.64
7.4,99.5,11.5,0,-22.77,0.87,0.966,24.82
16.9,81.7,11.8,51,50.2,-60.44,0.917,0.0
66.8,79.7,37.1,0,-12.83,35.88,0.192,10.31
1.6,26.4,24.8,63,34.59,-44.52,0.757,0.0
8.9,21.0,22.5,61,-47.69,50.15,0.966,27.97
6.7,67.8,28.1,95,-21.77,-83.92,0.36,0.0
99.6,91.6,25.3,1,-22.73,-3.62,0.031,0.0
20.4,87.0,2.6,0,48.67,9.03,0.199,0.83
14.8,50.5,21.8,3,-20.92,42.38,0.784,75.02
80.6,51.6,17.2,3,27.33,51.72,0.415,0.54
42.4,53.8,26.5,1,54.35,51.47,0.021,0.8
85.9,42.0,25.4,2,-44.13,-13.18,0.209,0.0
94.5,52.7,32.4,95,13.9,12.4,0.945,0.04
36.9,10.4,20.7,2,-74.04,76.29,0.991,65.77
29.5,97.2,19.5,65,30.13,-14.87,0.424,0.0
4.6,30.6,29.3,2,67.92,-57.11,0.966,0.0
87.2,74.4,8.2,61,-53.69,-47.27,0.147,0.0
95.6,11.0,3.5,1,49.9,53.54,0.094,0.07
54.7,46.5,25.4,1,-18.22,64.23,0.839,41.85
55.0,38.8,14.1,2,-26.29,-32.39,0.381,0.0
50.6,81.4,20.1,63,-19.34,37.2,0.966,11.37
69.9,89.4,9.7,51,75.22,-12.04,0.516,0.0
17.2,27.5,26.9,0,-9.99,-43.12,0.144,0.0
60.8,17.3,30.9,0,-36.83,44.08,0.773,34.19
6.5,23.3,34.7,0,69.85,42.42,0.13,1.71
30.7,22.9,4.3,1,7.21,50.09,0.437,7.21
16.2,25.9,37.0,2,-22.87,-19.87,0.002,0.0
2.2,58.7,31.9,0,-2.11,-82.04,0.531,0.0
80.9,30.3,1.8,0,-16.49,19.06,0.991,16.73
20.4,91.9,8.1,65,-17.88,26.11,0.15,4.75
27.7,32.0,15.9,1,41.16,-74.44,0.867,0.0
70.0,18.9,27.6,2,58.6,-70.97,0.973,0.0
98.4,42.4,20.8,2,19.47,-36.13,0.972,0.0
68.8,99.9,16.7,3,-8.09,22.55,0.086,5.4
42.4,65.2,0.5,71,-35.07,-9.71,0.398,0.0
52.8,81.2,19.6,2,-30.86,75.08,0.644,25.94
21.7,67.7,0.5,1,37.72,60.11,0.429,2.01
33.4,35.8,24.2,0,-29.14,17.54,0.301,29.28
77.7,57.9,13.7,65,6.36,-12.42,0.088,0.0
45.6,39.1,33.8,2,-53.65,2.26,0.748,23.15
52.3,96.1,25.5,0,48.91,38.01,0.249,0.6
85.1,40.4,20.8,48,61.89,34.22,0.183,0.03
41.4,20.0,4.4,0,-30.51,6.13,0.911,38.3
12.6,47.9,19.9,51,42.04,19.48,0.526,0.74
61.7,91.3,32.0,0,48.82,-43.57,0.548,0.0
45.3,60.5,31.7,0,-50.29,34.77,0.547,34.12
99.6,52.6,3.5,0,35.17,-10.32,0.935,0.0
77.8,20.2,28.7,2,26.53,-51.55,0.828,0.0
31.7,95.2,5.5,1,-42.93,74.22,0.799,31.91
38.6,71.2,33.0,80,-13.71,45.78,0.371,6.13
5.0,87.9,26.4,80,-64.41,20.13,0.492,9.27
53.3,37.7,14.5,0,-82.79,41.96,0.807,39.96
84.1,86.7,2.2,80,-24.16,-29.73,0.002,0.0
68.9,67.9,30.5,2,-81.32,-78.79,0.001,0.0
91.8,29.2,4.8,0,48.33,-28.05,0.63,0.0
63.9,65.6,11.8,0,-70.29,9.99,0.684,17.33
42.4,62.4,31.4,61,-70.33,86.2,0.981,16.09
21.4,58.9,26.8,0,-44.01,-65.48,0.036,0.0
58.1,43.5,35.8,1,-59.1,28.11,0.499,27.43
67.2,28.5,24.3,1,55.43,-4.32,0.291,0.0
74.9,39.1,36.0,0,20.95,45.16,0.324,0.65
90.9,94.4,27.0,0,70.79,-49.96,0.941,0.0
94.1,18.7,34.4,95,-18.22,-29.73,0.834,0.0
18.0,13.4,36.0,65,-68.35,-72.96,0.002,0.0
79.8,53.1,36.1,0,34.2,-9.76,0.221,0.0
99.1,46.4,34.8,0,-29.61,-3.58,0.785,0.0
60.2,49.4,28.5,95,-42.56,34.62,0.996,2.08
63.9,60.9,8.1,0,-35.04,-13.9,0.09,0.0
64.6,94.0,25.1,0,19.7,-51.35,0.913,0.0
55.0,13.4,11.5,61,43.91,35.16,0.012,0.17
76.5,95.5,36.7,2,27.63,-19.82,0.16,0.0
41.2,71.2,31.1,3,56.28,-50.51,0.968,0.0
44.3,94.7,28.5,0,-30.16,34.87,0.943,30.78
67.1,38.4,5.6,2,44.33,-42.73,0.994,0.0
64.5,42.7,24.7,1,84.28,-50.28,0.912,0.0
21.4,83.3,17.5,2,-4.38,-45.87,0.536,0.0
2.5,24.6,22.6,2,-47.34,-10.49,0.211,0.0
35.3,85.8,5.5,1,25.27,11.53,0.031,0.58
71.7,10.2,37.6,1,-41.28,-12.39,0.136,0.0
4.4,61.4,17.6,3,-73.37,-41.0,0.095,0.0
61.0,22.4,20.2,63,-43.47,-73.78,0.07,0.0
52.4,75.9,39.1,0,48.11,-52.3,0.665,0.0
37.0,91.8,3.5,0,47.56,37.27,0.008,0.44
69.9,28.0,5.5,2,41.08,-79.09,0.754,0.0
99.3,40.3,17.7,1,-62.63,-31.56,0.468,0.0
64.1,58.4,20.4,0,21.02,7.74,0.721,1.04
39.7,47.8,39.3,51,-6.72,-77.17,0.451,0.0
32.7,21.3,28.0,2,15.68,-29.19,0.141,0.0
60.7,27.4,18.4,1,-9.38,11.87,0.998,34.57
65.3,83.2,17.5,65,-27.1,25.1,0.998,7.8
50.1,36.4,25.0,71,-68.32,20.92,0.503,9.87
19.1,66.1,10.9,51,-2.5,24.42,0.825,18.97
4.9,45.0,26.8,2,3.14,-36.49,0.137,0.0
65.2,48.1,33.0,80,-61.66,35.81,0.953,7.04
61.6,42.2,36.7,3,49.8,-36.58,0.984,0.0
62.2,67.9,2.7,63,78.68,-0.37,0.401,0.0
7.1,29.0,11.8,80,-57.56,-11.13,0.69,0.0
68.8,50.5,7.7,3,62.88,-56.52,0.996,0.0
53.5,24.5,36.5,51,86.33,39.02,0.162,0.27
32.2,20.3,16.4,51,42.2,-29.58,0.703,0.0
0.0,89.7,33.1,0,-15.55,56.07,0.839,69.24
54.2,28.0,15.7,80,-44.89,-34.29,0.583,0.0
59.5,86.5,15.6,80,66.3,71.74,0.068,0.09
78.3,36.3,13.5,2,-0.59,-11.99,0.989,0.0
93.8,88.2,23.3,61,74.22,9.24,0.304,0.02
67.9,56.2,39.3,1,11.94,78.84,0.335,3.04
18.0,58.2,32.7,2,-46.57,-66.17,0.047,0.0
77.5,28.4,7.7,2,-48.29,-25.59,0.07,0.0
50.8,46.2,35.0,2,5.34,-45.08,0.878,0.0
88.4,20.7,36.6,0,32.36,-17.58,0.179,0.0
95.5,23.0,30.3,0,44.41,50.06,0.149,0.09
13.0,30.8,28.0,2,-34.13,-4.2,0.897,0.0
13.9,53.6,11.5,2,47.49,-24.1,0.353,0.0
48.5,29.0,12.6,63,-78.43,48.07,0.907,14.38
44.3,35.1,20.4,0,-25.33,-5.96,0.068,0.0
1.5,50.1,35.5,1,-16.97,4.02,0.955,49.99
51.2,93.8,33.9,0,-37.92,5.43,0.227,8.28
67.0,66.1,18.3,1,20.85,-45.92,0.331,0.0
4.7,81.7,0.5,0,-58.46,-39.07,0.351,0.0
64.1,16.4,17.6,1,-61.52,-2.61,0.3,0.0
89.6,87.7,24.0,0,54.76,53.13,0.003,0.1
22.6,19.4,16.9,95,-5.78,-25.98,0.053,0.0
71.3,56.5,11.5,80,13.63,80.88,0.312,0.5
28.3,59.1,9.5,45,-29.01,24.66,0.517,4.57
61.5,11.6,27.5,1,43.25,-4.67,0.34,0.0
38.9,61.5,14.5,0,-18.11,74.9,0.662,41.07
93.3,10.2,24.9,63,-38.82,-50.4,0.063,0.0
15.8,22.3,37.8,45,4.45,-10.57,0.033,0.0
61.4,91.4,19.6,0,1.21,43.51,0.814,7.3
41.9,73.3,26.0,2,-40.7,1.13,0.775,22.84
8.9,50.8,6.9,3,-63.21,20.1,0.681,69.33
49.0,43.0,31.0,1,31.49,-20.05,0.408,0.0
57.0,59.3,34.6,3,-34.18,34.23,0.606,31.78
78.5,52.8,11.9,80,-51.32,-65.8,0.016,0.0
34.4,28.3,36.6,65,-23.63,-27.79,0.815,0.0
20.9,55.4,37.9,0,-3.42,-33.29,0.229,0.0
7.6,79.6,7.5,45,-58.33,-75.76,0.154,0.0
9.1,43.7,0.1,1,-2.55,-55.93,0.378,0.0
23.1,34.9,6.6,1,-54.47,-31.19,0.219,0.0
97.6,27.1,0.9,3,-30.68,25.7,0.997,2.39
83.4,26.5,15.9,1,77.09,16.45,0.257,0.32
44.9,38.1,28.9,2,9.41,77.0,0.316,5.07
66.0,64.6,34.5,51,43.73,39.05,0.002,0.12
6.4,20.6,9.6,1,-10.24,55.27,0.842,82.45
87.2,47.0,10.8,1,-66.54,-75.96,0.082,0.0
32.4,43.2,1.6,48,-38.55,10.86,0.942,5.69
94.2,42.0,17.5,1,74.25,71.11,0.001,0.07
82.2,52.8,30.9,0,37.72,-29.16,0.494,0.0
67.0,79.7,25.8,71,35.75,-57.35,0.965,0.0
34.9,18.7,11.7,0,-0.38,-20.33,0.053,0.0
25.8,54.6,33.1,2,18.33,23.39,0.03,1.06
31.2,36.5,23.0,0,19.88,22.87,0.86,3.23
75.9,98.2,17.3,80,49.38,16.54,0.357,0.06
6.4,53.5,3.8,0,-64.98,-24.9,0.205,0.0
85.8,86.9,34.8,2,-44.57,29.49,0.494,6.95
73.6,38.1,15.4,95,-58.59,-37.18,0.219,0.0
31.5,90.2,10.8,65,29.13,-11.79,0.118,0.0
27.7,45.4,9.9,95,-55.23,77.21,0.878,3.28
66.0,34.2,15.4,0,66.61,-9.9,0.538,0.0
60.4,58.7,28.9,2,-29.68,19.32,0.401,20.15
16.6,78.3,3.6,0,-18.64,59.97,0.873,56.58
7.5,28.8,16.9,2,48.8,11.11,0.737,3.27
22.0,97.6,36.5,0,65.96,-51.27,0.964,0.0
82.4,18.3,39.7,0,-31.35,24.65,0.272,8.38
2.3,47.4,15.1,3,16.02,84.83,0.396,2.68
55.9,83.1,7.2,3,38.0,22.04,0.744,1.34
50.1,91.7,11.5,0,65.69,12.18,0.201,0.48
58.1,66.8,7.7,3,-47.13,64.57,0.899,34.82
35.2,60.0,0.3,65,2.52,-18.04,0.034,0.0
46.8,36.0,1.9,1,-29.33,27.59,0.998,53.1
76.7,67.0,25.0,95,-43.47,20.2,0.847,0.97
61.1,12.1,23.1,2,-23.17,34.38,0.449,23.98
50.5,14.2,28.5,0,-16.33,-35.26,0.066,0.0
41.3,12.2,13.3,45,-67.94,-42.67,0.189,0.0
12.6,20.4,7.2,61,-71.15,74.08,0.999,26.2
52.6,29.1,37.7,63,21.72,-41.47,0.703,0.0
52.7,10.1,27.0,80,-15.15,-50.09,0.27,0.0
7.5,73.3,21.6,61,-18.47,-56.78,0.113,0.0
30.6,57.0,19.6,65,36.37,51.86,0.128,0.36
20.2,37.9,31.4,0,-44.37,-50.39,0.046,0.0
41.1,38.5,14.5,0,72.21,48.52,0.186,1.15
14.2,22.4,16.2,1,-50.69,1.19,0.283,19.84
78.8,42.3,11.4,0,25.81,64.66,0.418,0.6
64.8,80.5,21.9,0,-52.92,26.12,0.514,17.63
15.7,85.5,7.5,51,-30.73,6.97,0.935,12.64
16.9,81.2,15.4,71,74.69,-71.28,0.922,0.0
55.9,21.8,18.9,0,-53.23,10.41,0.814,33.38
75.1,36.0,3.3,0,-56.41,23.27,0.606,17.54
71.5,13.3,32.7,2,-6.19,41.96,0.441,17.35
60.3,90.0,0.3,0,-46.68,9.32,0.901,14.16
81.2,45.3,29.9,2,-54.78,69.05,0.855,17.59
11.6,98.9,13.0,0,67.64,69.41,0.007,0.62
62.4,96.9,35.0,95,-42.17,-46.35,0.221,0.0
29.9,19.4,34.3,0,-48.0,4.8,0.586,25.38
21.4,15.2,10.6,0,2.13,18.64,0.964,26.92
1.4,26.3,20.8,95,36.84,-2.05,0.313,0.0
24.9,32.7,25.6,2,-3.36,52.27,0.31,38.02
45.2,98.8,17.2,2,-15.81,41.54,0.947,28.94
91.4,52.1,3.2,2,-42.08,-33.69,0.056,0.0
14.8,61.4,20.6,0,-21.55,44.69,0.887,73.68
76.0,77.7,39.0,0,-8.14,-36.45,0.058,0.0
37.3,28.1,17.0,0,-32.86,27.84,0.999,62.59
50.6,27.3,36.3,1,12.91,-44.89,0.921,0.0
68.8,24.4,19.1,0,20.82,-16.27,0.99,0.0
69.2,34.0,22.2,2,-38.89,17.15,0.909,26.5
6.3,88.7,4.3,0,-53.31,-26.3,0.465,0.0
60.9,53.4,16.9,0,62.58,-15.29,0.694,0.0
36.3,43.8,19.7,65,14.7,63.76,0.481,2.1
46.2,46.4,29.4,3,34.15,-1.17,0.441,0.0
15.3,43.7,37.6,1,-16.3,-13.71,0.003,0.0
33.2,20.4,30.1,61,-32.36,24.56,0.996,20.99
78.3,39.2,18.4,95,-15.32,-13.39,0.933,0.0
93.2,60.6,6.3,3,-51.84,-44.93,0.373,0.0
97.0,96.6,5.5,2,-24.03,-33.33,0.602,0.0
70.8,75.5,15.1,2,-26.49,-28.35,0.499,0.0
98.0,88.5,31.9,0,2.33,-5.66,0.999,0.0
21.4,44.2,32.2,0,-13.53,5.2,0.067,17.34
59.6,65.0,25.5,63,-68.02,17.1,0.809,8.64
93.0,17.3,28.2,0,27.12,-31.91,0.978,0.0
13.5,99.3,18.7,0,84.61,52.92,0.087,0.75
91.6,44.3,30.8,2,-42.48,-13.68,0.33,0.0
23.0,47.7,7.3,0,65.8,-27.55,0.88,0.0
16.5,42.5,39.6,65,34.73,-53.5,0.545,0.0
59.6,12.0,23.5,71,-17.12,15.3,0.107,3.7
37.2,99.1,16.4,65,26.67,-51.4,0.943,0.0
57.2,77.0,9.6,1,-81.35,-14.21,0.344,0.0
11.8,64.0,1.6,80,-0.55,-5.61,0.99,0.0
87.2,51.5,33.4,0,-12.6,-17.41,0.866,0.0
43.2,66.5,6.6,0,-69.42,-76.29,0.005,0.0
18.0,32.9,15.0,1,37.7,22.74,0.741,3.31
54.0,65.3,15.0,48,57.8,-77.7,0.93,0.0
54.6,51.1,0.4,0,-25.2,24.49,0.297,21.44
86.7,99.3,31.5,3,-45.14,74.06,0.757,6.28
4.8,92.7,4.2,2,20.18,37.06,0.727,2.08
88.0,94.4,14.7,2,72.51,-17.55,0.776,0.0
31.1,28.6,10.5,0,59.11,-37.92,0.605,0.0
55.0,65.7,22.8,61,-81.01,-36.29,0.255,0.0
41.9,75.8,10.4,95,-55.55,-3.23,0.355,0.0
52.7,41.3,11.0,0,67.78,-39.68,0.934,0.0
36.1,14.8,32.5,61,31.1,41.21,0.416,0.57
19.4,35.6,31.4,2,20.74,23.25,0.043,1.19
66.9,55.3,24.6,0,-33.8,-79.55,0.209,0.0
